6 0 6 2 3 | 2 4 102
6 0 6 4 3 | 2 6 100
6 0 6 5 0 | 2 6 101
6 0 6 5 3 | 2 6 102
6 0 6 5 6 | 2 7 102
6 1 0 0 1 | 3 0 16 35
6 1 0 0 3 | 3 0 1 36
6 1 0 1 2 | 3 0 1 38
6 1 0 1 3 | 2 0 105
6 1 0 1 4 | 2 1 104
6 1 0 1 5 | 3 1 16 40
6 1 0 3 3 | 3 0 3 39
6 1 0 3 4 | 3 0 3 40
6 1 0 4 1 | 2 2 104
6 1 0 4 3 | 2 2 105
6 1 0 5 2 | 2 2 106
6 1 0 5 5 | 2 3 106
6 1 0 6 1 | 3 2 20 41
6 1 0 6 3 | 3 2 3 42
6 1 1 0 3 | 3 0 1 45
6 1 1 2 3 | 3 0 1 51
6 1 1 3 0 | 3 0 2 47
6 1 1 3 1 | 2 0 113
6 1 1 3 2 | 2 0 114
6 1 1 3 3 | 3 0 3 48
6 1 1 3 6 | 3 1 3 49
6 1 1 4 1 | 2 2 109
6 1 1 4 5 | 2 3 110
6 1 1 5 0 | 3 2 17 50
6 1 1 5 3 | 3 2 3 48
6 1 1 5 4 | 2 3 111
6 1 1 5 5 | 2 3 112
6 1 1 5 6 | 3 3 19 52
6 1 1 6 3 | 3 2 3 51
6 1 2 2 1 | 3 0 2 54
6 1 2 3 0 | 3 0 2 56
6 1 2 3 5 | 3 1 3 57
6 1 2 3 6 | 3 1 3 58
6 1 3 3 0 | 3 0 6 47
6 1 3 3 1 | 3 0 6 48
6 1 3 3 6 | 3 1 7 49
6 1 3 4 5 | 3 1 7 51
6 1 4 0 3 | 3 0 5 54
6 1 4 1 0 | 3 0 4 56
6 1 4 1 1 | 2 4 109
6 1 4 1 2 | 2 4 110
6 1 4 1 3 | 3 0 5 57
6 1 4 1 6 | 3 1 5 58
6 1 4 2 1 | 2 4 111
6 1 4 2 5 | 2 5 112
6 1 4 3 0 | 3 0 6 56
6 1 4 3 3 | 3 0 7 57
6 1 4 3 4 | 2 5 113
6 1 4 3 5 | 2 5 114
6 1 4 3 6 | 3 1 7 58
6 1 4 4 3 | 3 0 7 60
6 1 4 6 3 | 3 2 7 60
6 1 5 0 3 | 3 4 5 45
6 1 5 0 5 | 3 5 22 55
6 1 5 1 1 | 2 4 115
6 1 5 1 4 | 2 5 115
6 1 5 2 3 | 2 4 118
6 1 5 2 5 | 2 5 117
6 1 5 3 2 | 3 4 6 49
6 1 5 3 3 | 3 4 7 48
6 1 5 5 1 | 3 6 24 60
6 1 5 5 2 | 2 6 117
6 1 5 5 3 | 2 6 118
6 1 5 5 4 | 3 6 7 49
6 1 5 6 3 | 3 6 7 51
6 1 5 6 5 | 3 7 28 61
6 1 6 0 1 | 3 4 30 53
6 1 6 0 3 | 3 4 5 54
6 1 6 1 2 | 3 4 5 56
6 1 6 1 3 | 2 4 121
6 1 6 1 4 | 2 5 120
6 1 6 1 5 | 3 5 30 58
6 1 6 3 3 | 3 4 7 57
6 1 6 3 4 | 3 4 7 58
6 1 6 4 1 | 2 6 120
6 1 6 4 3 | 2 6 121
6 1 6 5 2 | 2 6 122
6 1 6 5 5 | 2 7 122
6 1 6 6 1 | 3 6 34 59
6 1 6 6 3 | 3 6 7 60
6 2 0 0 3 | 3 0 1 62
6 2 0 0 5 | 3 1 9 16
6 2 0 3 2 | 3 0 2 65
6 2 0 3 3 | 3 0 3 64
6 2 0 4 1 | 2 2 123
6 2 0 5 0 | 2 2 124
6 2 0 5 1 | 3 2 10 18
6 2 0 5 4 | 3 2 3 65
6 2 0 5 5 | 2 3 125
6 2 0 5 6 | 2 3 126
6 2 0 6 3 | 3 2 3 66
6 2 0 6 5 | 3 3 11 20
6 2 1 3 0 | 3 0 2 70
6 2 1 3 1 | 3 0 2 71
6 2 1 3 6 | 3 1 3 72
6 2 1 4 5 | 3 1 3 74
6 2 3 2 1 | 3 0 4 74
6 2 3 3 0 | 3 0 6 70
6 2 3 3 5 | 3 1 7 71
6 2 3 3 6 | 3 1 7 72
6 2 4 0 1 | 3 0 4 76
6 2 4 0 3 | 3 0 5 76
6 2 4 1 0 | 2 4 127
6 2 4 1 1 | 2 4 128
6 2 4 1 2 | 3 0 4 79
6 2 4 1 5 | 3 1 5 78
6 2 4 1 6 | 2 5 129
6 2 4 2 5 | 2 5 130
6 2 4 3 3 | 3 0 7 78
6 2 4 3 4 | 3 0 7 79
6 2 4 6 1 | 3 2 6 80
6 2 4 6 3 | 3 2 7 80
6 2 5 0 1 | 2 4 131
6 2 5 0 5 | 2 5 132
6 2 5 1 0 | 3 4 12 24
6 2 5 1 3 | 3 4 5 71
6 2 5 1 4 | 2 5 133
6 2 5 1 5 | 2 5 134
6 2 5 1 6 | 3 5 13 26
6 2 5 2 3 | 3 4 5 74
6 2 5 4 3 | 3 4 7 74
6 2 5 5 0 | 3 6 14 24
6 2 5 5 1 | 2 6 135
6 2 5 5 2 | 2 6 136
6 2 5 5 3 | 3 6 7 71
6 2 5 5 6 | 3 7 15 26
6 2 5 6 1 | 2 6 137
6 2 5 6 5 | 2 7 138
6 2 6 0 3 | 3 4 5 76
6 2 6 0 5 | 3 5 13 30
6 2 6 3 2 | 3 4 6 79
6 2 6 3 3 | 3 4 7 78
6 2 6 4 1 | 2 6 139
6 2 6 5 0 | 2 6 140
6 2 6 5 1 | 3 6 14 32
6 2 6 5 4 | 3 6 7 79
6 2 6 5 5 | 2 7 141
6 2 6 5 6 | 2 7 142
6 2 6 6 3 | 3 6 7 80
6 2 6 6 5 | 3 7 15 34
6 3 1 0 1 | 3 0 8 45
6 3 1 1 0 | 3 0 8 47
6 3 1 1 5 | 3 1 9 48
6 3 1 1 6 | 3 1 9 49
6 3 1 6 1 | 3 2 10 51
6 3 2 0 5 | 3 1 9 54
6 3 2 5 0 | 3 2 10 56
6 3 2 5 1 | 3 2 10 57
6 3 2 5 6 | 3 3 11 58
6 3 2 6 5 | 3 3 11 60
6 3 4 0 1 | 3 0 12 54
6 3 4 1 0 | 3 0 12 56
6 3 4 1 5 | 3 1 13 57
6 3 4 1 6 | 3 1 13 58
6 3 4 6 1 | 3 2 14 60
6 3 5 0 5 | 3 5 13 45
6 3 5 5 0 | 3 6 14 47
6 3 5 5 1 | 3 6 14 48
6 3 5 5 6 | 3 7 15 49
6 3 5 6 5 | 3 7 15 51
6 4 0 0 1 | 3 0 8 62
6 4 0 0 3 | 3 0 9 62
6 4 0 1 0 | 2 8 103
6 4 0 1 1 | 2 8 104
6 4 0 1 2 | 3 0 8 65
6 4 0 1 5 | 3 1 9 64
6 4 0 1 6 | 2 9 105
6 4 0 2 5 | 2 9 106
6 4 0 3 3 | 3 0 11 64
6 4 0 3 4 | 3 0 11 65
6 4 0 6 1 | 3 2 10 66
6 4 0 6 3 | 3 2 11 66
6 4 1 0 1 | 2 8 107
6 4 1 0 5 | 2 9 108
6 4 1 1 0 | 3 0 8 70
6 4 1 1 3 | 3 0 9 71
6 4 1 1 4 | 2 9 109
6 4 1 1 5 | 2 9 110
6 4 1 1 6 | 3 1 9 72
6 4 1 2 3 | 3 0 9 74
6 4 1 4 3 | 3 0 11 74
6 4 1 5 0 | 3 2 10 70
6 4 1 5 1 | 2 10 111
6 4 1 5 2 | 2 10 112
6 4 1 5 3 | 3 2 11 71
6 4 1 5 6 | 3 3 11 72
6 4 1 6 1 | 2 10 113
6 4 1 6 5 | 2 11 114
6 4 2 0 3 | 3 0 9 76
6 4 2 0 5 | 3 1 9 76
6 4 2 3 2 | 3 0 10 79
6 4 2 3 3 | 3 0 11 78
6 4 2 4 1 | 2 10 115
